state,institution,city,specialty,program_code,quota_2026,filled_2026,quota_2025,filled_2025,quota_2024,filled_2024,quota_2023,filled_2023,quota_2022,filled_2022
Florida,Anesthesiology,,Fam Med/East Orlando/Osteopathic,1102120C1,8,8,8,8,8,8,8,8,8,8
Florida,Anesthesiology,,Family Medicine/Sebring,1102120C2,8,8,8,8,8,8,6,6,8,4
Florida,Anesthesiology,Family Medicine/Wesley Chapel,Family Medicine/Ocala,1102120C4,8,8,8,8,,,,,,
Florida,Anesthesiology,Family Medicine/Wesley Chapel,Internal Medicine/Orlando,1102140C0,14,14,14,14,14,14,12,12,12,12
Florida,Anesthesiology,Family Medicine/Wesley Chapel,Internal Medicine/Sebring,1102140C1,15,15,15,15,8,8,8,8,8,8
Florida,Anesthesiology,Family Medicine/Wesley Chapel,Internal Medicine/Tampa,1102140C2,20,20,13,13,13,13,13,13,,
Florida,Medicine-Primary/Orlando,,Neurology,1102180C0,4,4,,,,,,,,
Florida,Medicine-Primary/Orlando,,Obstetrics-Gynecology/Orlando,1102220C0,5,5,4,4,4,4,4,4,,
Florida,Medicine-Primary/Orlando,,Obstetrics-Gynecology/Tampa,1102220C1,3,3,3,3,3,3,,,,
Florida,Medicine-Primary/Orlando,,Orthopaedic Surgery,1102260C0,6,6,6,6,6,6,6,6,,
Florida,Medicine-Primary/Orlando,,Pediatrics,1102320C0,12,12,12,12,12,12,6,6,6,6
Florida,Medicine-Primary/Orlando,Radiology-Diagnostic,General Surgery/Orlando,1102440C0,6,6,6,6,4,4,4,4,4,4
Florida,Medicine-Primary/Orlando,Radiology-Diagnostic,General Surgery/Tampa,1102440C1,4,4,4,4,4,4,,,,
Florida,Medicine-Primary/Orlando,Radiology-Diagnostic,Surgery-Prelim/Tampa,1102440P0,4,4,4,3,4,4,,,,
Florida,Medicine-Primary/Orlando,Radiology-Diagnostic,Surgery-Prelim/Orlando,1102440P1,8,4,,,,,,,,
Florida,Medicine-Primary/Orlando,Radiology-Diagnostic,Transitional/Tampa,1102999P0,13,13,13,13,,,,,,
Florida,Baptist Health South Florida,Coral Gables,Family Medicine/FIU,2331120C0,,,,,4,4,4,4,,
Florida,BayCare Health System-FL,Clearwater,Emergency Medicine,2300110C0,10,10,10,10,,,,,,
Florida,BayCare Health System-FL,Clearwater,Family Medicine,2300120C0,10,10,6,6,6,6,,,,
Florida,BayCare Health System-FL,Clearwater,Internal Medicine/St Josephs,2300140C0,32,32,26,26,39,19,,,,
Florida,BayCare Health System-FL,Clearwater,Internal Med/Mease Countryside,2300140C1,20,20,20,20,,,,,,
Florida,BayCare Health System-FL,Clearwater,Int Med//Morton Plant North Bay,2300140C2,10,10,10,10,,,,,,
Florida,Int Med/St Anthonys Hosp,,Int Med/St Josephs Hosp-South,2300140C4,11,11,10,10,,,,,,
Florida,Int Med/St Anthonys Hosp,,Medicine-Preliminary,2300140P0,4,1,,,,,,,,
Florida,Int Med/St Anthonys Hosp,,Obstetrics-Gynecology,2300220C0,4,4,,,,,,,,
Florida,Int Med/St Anthonys Hosp,,Pediatrics,2300320C0,8,8,8,8,8,5,8,8,8,8
Florida,Int Med/St Anthonys Hosp,Psychiatry/Morton Plant North Bay,Psychiatry/Tampa,2300400C1,4,2,,,,,,,,
Florida,Int Med/St Anthonys Hosp,Psychiatry/Morton Plant North Bay,General Surgery,2300440C0,4,4,4,4,,,,,,
Florida,Int Med/St Anthonys Hosp,Psychiatry/Morton Plant North Bay,Transitional/Tampa,2300999P0,15,4,15,15,,,,,,
Florida,Int Med/St Anthonys Hosp,Psychiatry/Morton Plant North Bay,Transitional/New Port Richey,2300999P1,8,7,,,,,,,,
Florida,Borinquen Health Care Ctr-FL,Miami,Family Medicine,2254120C0,4,4,4,4,4,4,4,4,4,4
Florida,Broward Health Med Ctr-FL,Fort Lauderdale,Dermatology,1892080A0,3,3,3,3,3,3,3,3,3,3
Florida,Broward Health Med Ctr-FL,Fort Lauderdale,Emergency Medicine,1892110C0,15,15,15,15,15,12,13,7,13,8
Florida,Family Medicine,,Internal Medicine,1892140C0,18,18,18,18,18,18,16,16,16,12
Florida,Family Medicine,,Internal Med/North Program,1892140C1,16,16,16,16,15,15,15,15,15,15
Florida,Family Medicine,,Neurology,1892180C0,3,3,3,3,,,,,,
Florida,Family Medicine,,Obstetrics-Gynecology,1892220C0,3,3,,,,,,,,
Florida,Family Medicine,,Orthopaedic Surgery,1892260C0,4,4,4,4,3,3,3,3,3,3
Florida,Family Medicine,Otolaryngology,Pediatrics,1892320C0,7,7,9,9,9,3,8,6,8,8
Florida,Family Medicine,Otolaryngology,Phys Medicine & Rehab,1892340A0,4,4,4,4,4,4,,,,
Florida,Family Medicine,Otolaryngology,Phys Medicine & Rehab,1892340R0,,,,,4,4,,,,
Florida,Family Medicine,Otolaryngology,Psychiatry,1892400C0,5,5,5,5,5,5,5,5,5,5
Florida,General Surgery,,Transitional,1892999P0,,,,,,,4,4,4,4
Florida,General Surgery,,Transitional/North Program,1892999P1,16,16,16,16,16,16,16,16,16,16
Florida,Citrus Health Network-FL,Hialeah,Psychiatry,1864400C0,4,4,4,4,4,4,4,4,4,4
Florida,Cleveland Clinic Florida,Weston,Anesthesiology,1383040C0,6,6,6,6,5,5,5,5,5,5
Florida,Cleveland Clinic Florida,Weston,Internal Medicine,1383140C0,13,13,13,13,9,9,9,9,9,9
Florida,Cleveland Clinic Florida,Weston,Med-Prelim/Neurology,1383140P0,4,2,4,4,2,2,2,2,2,2
Florida,Cleveland Clinic Florida,Weston,Medicine-Preliminary,1383140P1,4,4,4,4,2,2,2,2,2,2
Florida,Neurological Surgery,,Neurology,1383180A0,4,4,4,4,2,2,2,2,2,2
Florida,Neurological Surgery,,Neurology,1383180R0,,,1,1,,,2,1,,
Florida,Neurological Surgery,,General Surgery,1383440C0,4,4,4,4,4,4,4,4,3,3
Florida,Neurological Surgery,,Surgery-Preliminary,1383440P0,4,4,3,3,2,2,,,3,3
Florida,Miami,,Family Medicine,2194120C0,5,3,7,6,5,5,4,4,6,6
Florida,Miami,,Psychiatry,2194400C0,5,5,5,5,4,4,5,5,5,5
Florida,Clearwater,,Family Medicine,2472120C0,6,6,,,,,,,,
Florida,Boca Raton,,Emergency Medicine,1586110C0,6,6,6,6,6,6,7,7,6,6
Florida,Boca Raton,Internal Medicine,Medicine-Preliminary,1586140P0,,,,,,,3,3,2,2
Florida,FAU-Schmidt COM-FL (Continued),Boca Raton,Neurology,1586180C0,3,3,3,3,3,3,3,3,3,3
Florida,FAU-Schmidt COM-FL (Continued),Boca Raton,Psychiatry,1586400C0,3,3,3,3,4,4,4,4,4,4
Florida,General Surgery,,Surgery-Preliminary,1586440P0,5,1,5,2,5,1,5,2,5,1
Florida,West Palm Beach,,Public Health & Preventive Medicine,1777380R0,2,0,2,1,,,,,,
Florida,Miami,,Family Medicine,2317120C0,4,4,4,4,,,,,,
Florida,Miami,,Internal Med/Baptist Health,2317140C0,28,28,24,24,,,,,,
Florida,Miami,,Medicine-Primary,2317140M0,6,4,6,6,6,6,6,4,6,6
Florida,Miami,Med-Prelim/Baptist Health,Med-Prelim/Radiology,2317140P1,3,2,3,3,,,,,,
Florida,Miami,Med-Prelim/Baptist Health,Neurology,2317180C0,4,4,4,4,,,,,,
Florida,Miami,Med-Prelim/Baptist Health,Radiology-Diagnostic,2317420A0,5,5,5,5,,,,,,
Florida,Miami,Med-Prelim/Baptist Health,General Surgery,2317440C0,5,5,5,5,,,,,,
Florida,Miami,Med-Prelim/Baptist Health,Surgery-Preliminary,2317440P0,2,0,2,0,,,,,,
Florida,Tallahassee,,Emergency Medicine/Sarasota,1826110C0,9,9,9,9,9,9,9,9,9,9
Florida,Tallahassee,Emergency Medicine/Pensacola,Family Medicine/Lee Memorial,1826120C0,11,,10,10,9,9,9,9,8,
Florida,Tallahassee,Emergency Medicine/Pensacola,Family Medicine/Winter Haven,1826120C1,8,8,8,5,8,8,8,8,8,8
Florida,Tallahassee,Emergency Medicine/Pensacola,Family Medicine/Tallahassee,1826120C2,11,4,,,,,,,,
Florida,Tallahassee,Emergency Medicine/Pensacola,Family Med/Emerald Coast,1826120C3,6,5,,,,,,,,
Florida,Tallahassee,Emergency Medicine/Pensacola,Internal Medicine/Tallahassee,1826140C0,11,8,11,11,10,8,10,10,8,8
Florida,Internal Medicine/Sarasota,,Internal Medicine/Cape Coral,1826140C2,20,20,12,12,12,12,12,12,12,12
Florida,Internal Medicine/Sarasota,,Internal Med/Pensacola,1826140C3,6,6,,,,,,,,
Florida,Internal Medicine/Sarasota,,Med-Prelim/Tallahassee,1826140P0,1,1,2,2,2,1,1,1,2,2
Florida,Internal Medicine/Sarasota,,Ob-Gyn/Cape Coral,1826220C1,6,6,,,,,,,,
Florida,Internal Medicine/Sarasota,,Ob-Gyn/Pensacola,1826220C2,6,6,,,,,,,,
Florida,Internal Medicine/Sarasota,Pediatrics/Pensacola,Psychiatry,1826400C0,4,4,4,4,,,,,,
Florida,Internal Medicine/Sarasota,Pediatrics/Pensacola,General Surgery,1826440C0,3,3,3,3,2,2,2,2,2,2
Florida,Internal Medicine/Sarasota,Pediatrics/Pensacola,Surgery-Preliminary,1826440P0,2,0,2,1,2,0,2,0,2,0
Florida,Internal Medicine/Sarasota,Pediatrics/Pensacola,Transitional/Winter Haven,1826999P0,12,12,12,12,13,13,,,,
Florida,Internal Medicine/Sarasota,Pediatrics/Pensacola,Transitional/Cape Coral,1826999P1,26,26,,,,,,,,
Florida,HCA Florida JFK Hosp-U Miami-FL,Atlantis,Internal Medicine,1384140C0,19,11,19,19,19,6,19,19,19,12
Florida,HCA Florida JFK Hosp-U Miami-FL,Atlantis,Orthopaedic Surgery,1384260C0,3,3,3,3,3,3,3,3,,
Florida,HCA Florida JFK Hosp-U Miami-FL,Atlantis,General Surgery,1384440C0,3,3,3,3,3,3,3,3,3,3
Florida,Orange Park,,Dermatology,1771080A0,4,4,3,3,3,3,3,3,3,3
Florida,Orange Park,,Dermatology,1771080R0,,,1,1,,,,,,
Florida,Orange Park,Emergency Medicine,Family Medicine,1771120C0,6,6,6,3,5,5,6,6,6,4
Florida,Orange Park,Emergency Medicine,Internal Medicine,1771140C0,13,13,13,13,13,13,13,6,13,3
Florida,Orange Park,Emergency Medicine,Psychiatry,1771400C0,5,5,4,4,4,4,4,4,4,4
Florida,Orange Park,Emergency Medicine,General Surgery,1771440C0,3,3,3,3,3,3,3,3,3,3
Florida,Orange Park,Emergency Medicine,Surgery-Preliminary,1771440P0,,,1,1,,,,,,
Florida,Margate,,Anesthesiology/Kendall,2232040A0,6,6,6,6,6,6,6,6,6,6
Florida,Margate,,Anesthesiology/Westside,2232040C0,6,6,6,6,6,6,6,6,6,6
Florida,Margate,Anesthesiology/Westside,Emergency Medicine/Aventura,2232110C0,12,11,12,12,12,10,12,4,12,11
Florida,Margate,Anesthesiology/Westside,Emergency Medicine/St Lucie,2232110C1,6,6,6,4,6,6,5,1,6,0
Florida,Margate,Anesthesiology/Westside,Emergency Medicine/Kendall,2232110C2,12,12,12,12,12,12,12,12,12,10
Florida,Margate,Anesthesiology/Westside,Emergency Medicine/Westside,2232110C3,13,13,13,13,13,13,13,5,13,6
Florida,Emergency Medicine/Ft. Pierce,,Family Medicine/St Lucie,2232120C0,6,4,6,3,6,2,5,5,6,5
Florida,Emergency Medicine/Ft. Pierce,,Internal Medicine/Westside,2232140C0,15,15,15,15,24,20,15,14,15,2
Florida,Emergency Medicine/Ft. Pierce,,Internal Medicine/Aventura,2232140C1,15,15,15,15,15,15,15,15,15,8
Florida,Emergency Medicine/Ft. Pierce,,Internal Medicine/Kendall,2232140C2,14,14,14,14,13,9,14,9,14,14
Florida,Emergency Medicine/Ft. Pierce,,Internal Medicine/Lawnwood,2232140C3,15,13,15,11,15,15,15,15,,
Florida,Emergency Medicine/Ft. Pierce,Neurology/Westside,Neurology/Kendall,2232180C1,3,3,3,3,,,,,,
Florida,Emergency Medicine/Ft. Pierce,Neurology/Westside,Obstetrics-Gynecology/Westside,2232220C0,4,4,4,4,4,4,4,4,4,4
Florida,Emergency Medicine/Ft. Pierce,Neurology/Westside,Pathology/Westside,2232300C0,2,2,2,2,2,2,2,2,2,1
Florida,Emergency Medicine/Ft. Pierce,Neurology/Westside,Pediatrics/Palms West,2232320C0,6,2,6,0,6,2,6,3,6,2
Florida,Emergency Medicine/Ft. Pierce,Neurology/Westside,Psychiatry/Aventura,2232400C0,7,7,5,5,5,5,5,5,5,5
Florida,Psychiatry/JFK North,,Radiology-Diagnostic/Aventura,2232420C0,7,4,7,7,7,7,5,5,5,5
Florida,Psychiatry/JFK North,,Radiology-Diagnostic/Aventura,2232420R0,,,,,2,2,,,,
Florida,Psychiatry/JFK North,,General Surgery/Westside,2232440C0,4,4,4,4,4,4,4,4,4,4
Florida,Psychiatry/JFK North,,General Surgery/Kendall,2232440C1,6,6,6,6,6,6,5,5,5,5
Florida,Psychiatry/JFK North,General Surgery/Lawnwood,Surgery-Preliminary/Kendall,2232440P0,4,,4,0,5,0,5,0,4,
Florida,Psychiatry/JFK North,General Surgery/Lawnwood,Surg-Prelim/Anesth-Kendall,2232440P1,1,0,1,0,1,1,1,0,1,1
Florida,Psychiatry/JFK North,General Surgery/Lawnwood,Surgery-Preliminary/Westside,2232440P2,6,1,6,0,,,,,,
Florida,Psychiatry/JFK North,General Surgery/Lawnwood,Transitional/Aventura,2232999P0,6,6,6,6,6,6,8,8,8,8
Florida,Psychiatry/JFK North,General Surgery/Lawnwood,Transitional/Kendall,2232999P1,,,,,8,3,8,7,8,8
Florida,Trans/Anesthesiology-Kendall,,Transitional/Westside,2232999P3,15,7,15,7,15,3,15,11,15,4
Florida,Trans/Anesthesiology-Kendall,,Transitional/Fort Pierce,2232999P4,15,15,15,4,,,,,,
Florida,Bradenton,Internal Medicine,Medicine-Preliminary,1899140P0,6,6,5,2,5,3,5,0,6,0
Florida,Bradenton,Internal Medicine,Phys Medicine & Rehab,1899340A0,2,2,2,2,2,2,,,,
Florida,Bradenton,Internal Medicine,Physi Medicine & Rehab,1899340R0,,,,,2,2,,,,
Florida,Bradenton,Internal Medicine,Transitional,1899999P0,11,11,13,13,13,12,9,9,10,10
Florida,Bradenton,Internal Medicine,Transitional/PM&R,1899999P1,2,2,,,,,,,,
Florida,HCA Healthcare/USF Morsani,Brandon,Emergency Medicine,1772110C0,12,7,12,7,12,8,12,4,15,11
Florida,HCA Healthcare/USF Morsani,Brandon,Internal Medicine,1772140C0,20,5,20,19,20,5,20,12,15,8
Florida,Obstetrics-Gynecology,,Pathology,1772300C0,2,2,2,2,2,1,2,2,2,2
Florida,Obstetrics-Gynecology,,General Surgery,1772440C0,4,4,4,4,3,3,4,4,4,4
Florida,Obstetrics-Gynecology,,Surgery-Preliminary,1772440P0,4,1,4,2,4,2,4,1,4,0
Florida,Obstetrics-Gynecology,,Transitional,1772999P0,11,11,11,11,11,4,11,7,11,11
Florida,Inverness,,Internal Medicine,2195140C0,20,5,20,6,20,8,22,5,15,2
Florida,Inverness,,Medicine-Preliminary,2195140P0,,,,,,,5,0,5,0
Florida,Inverness,,Transitional,2195999P0,8,2,8,2,8,4,,,,
Florida,Largo,,Dermatology,1981080A0,3,3,3,3,3,3,3,3,3,3
Florida,Largo,,Internal Medicine,1981140C0,20,12,18,16,21,12,22,20,13,13
Florida,Largo,,Orthopaedic Surgery,1981260C0,2,2,2,2,2,2,2,2,2,2
Florida,Largo,,Psychiatry,1981400C0,5,5,5,5,5,5,4,4,4,4
Florida,Largo,Transitional,Transitional/Dermatology,1981999P1,3,3,3,3,3,3,3,3,2,2
Florida,Anesthesiology,,Anesthesiology,1662040R0,,,5,5,,,,,,
Florida,Anesthesiology,,Anesthesiology,1662040R1,,,,,,,,,2,2
Florida,Anesthesiology,,Emergency Medicine,1662110C0,6,6,6,2,6,6,6,1,6,4
Florida,Anesthesiology,,Family Medicine,1662120C0,8,4,8,4,8,6,8,8,8,5
Florida,Anesthesiology,,Internal Medicine,1662140C0,23,3,23,10,23,1,23,3,20,1
Florida,Anesthesiology,Medicine-Preliminary,Transitional,1662999P0,8,6,10,7,10,3,4,3,10,4
Florida,Anesthesiology,Medicine-Preliminary,Transitional/Anesthesiology,1662999P1,2,2,,,,,6,3,,
Florida,St. Petersburg,,Family Medicine,2196120C0,4,4,4,0,4,4,10,7,10,10
Florida,St. Petersburg,,Transitional,2196999P0,,,,,,,9,9,9,8
Florida,Trinity,,Internal Medicine,2235140C0,20,15,18,11,20,11,20,4,20,4
Florida,Trinity,,Radiology-Diagnostic,2235420A0,6,6,6,6,4,4,6,6,6,6
Florida,Trinity,,Radiology-Diagnostic,2235420R0,,,2,2,,,,,,
Florida,Trinity,Transitional,Transitional/Radiology,2235999P1,,,,,,,6,0,2,2
Florida,HCA Healthcare/USF Morsani-Bayonet,Hudson,Internal Medicine,2137140C0,20,3,20,7,20,10,20,8,20,5
Florida,HCA Healthcare/USF Morsani-Bayonet,Hudson,General Surgery,2137440C0,3,3,3,3,3,3,3,3,3,3
Florida,Surgery-Preliminary,,Transitional,2137999P0,11,5,11,3,11,11,11,8,11,2
Florida,Surgery-Preliminary,,Transitional/Ophthalmology,2137999P1,,,1,1,,,2,1,2,1
Florida,Halifax Med Ctr-FL,Daytona Beach,Family Medicine,1629120C0,8,8,8,4,8,8,8,8,8,7
Florida,Jessie Trice Comm Hlth Sys-FL,Miami,Family Medicine,2452120C0,4,3,4,4,,,,,,
Florida,Child Neurology,,Child Neurology,1589185R0,,,1,0,,,,,,
Florida,Child Neurology,,Pediatrics,1589320C0,12,10,12,12,12,8,12,12,12,12
Florida,Keralty Hospital-FL,Miami,Family Medicine,2342120C0,7,5,7,7,6,6,6,6,,
Florida,Lakeland Regional Health-FL,Lakeland,Emergency Medicine,2323110C0,15,15,15,15,15,15,15,15,,
Florida,Lakeland Regional Health-FL,Lakeland,Family Medicine,2323120C0,8,6,8,8,8,5,8,7,,
Florida,Lakeland Regional Health-FL,Lakeland,Internal Medicine,2323140C0,20,20,20,20,20,20,20,20,,
Florida,Lakeland Regional Health-FL,Lakeland,Psychiatry,2323400C0,4,4,4,4,4,4,4,4,,
Florida,General Surgery,,Transitional,2323999P0,18,13,18,12,18,4,18,4,,
Florida,Belle Glade,,Family Medicine,2282120C0,5,5,5,5,5,4,5,5,5,5
Florida,Hialeah,,Dermatology,2238080A0,4,4,4,4,4,4,4,4,3,3
Florida,Hialeah,,Dermatology,2238080R0,,,,,,,1,1,,
Florida,Hialeah,,Family Medicine,2238120C0,12,7,8,8,9,9,13,13,8,8
Florida,Hialeah,Internal Medicine,Neurology,2238180C0,4,4,4,4,4,4,4,4,4,4
Florida,Hialeah,Internal Medicine,Osteo Neuromusculo Med,2238275R0,6,2,6,1,6,0,6,3,6,4
Florida,Hialeah,Internal Medicine,Phys Medicine & Rehab,2238340A0,6,6,6,6,6,6,,,,
Florida,Hialeah,Internal Medicine,Phys Medicine & Rehab,2238340C0,,,,,,,4,4,8,8
Florida,Hialeah,Internal Medicine,Phys Medicine & Rehab,2238340R0,,,1,1,2,2,,,,
Florida,South Miami,,Anesthesiology,1481040C0,,,,,,,,,4,4
Florida,South Miami,,Dermatology,1481080A0,4,4,4,4,4,4,4,1,5,3
Florida,South Miami,Dermatology/Goodman,Dermatology,1481080R0,1,1,1,1,4,4,2,2,3,3
Florida,South Miami,Dermatology/Goodman,Dermatology/Goodman,1481080R2,1,1,,,,,,,,
Florida,South Miami,Dermatology/Goodman,Family Medicine,1481120C0,12,12,9,9,9,9,8,8,9,9
Florida,South Miami,Dermatology/Goodman,Family Medicine/Rural,1481120C1,2,2,2,2,,,,,,
Florida,Internal Medicine,,Neurology,1481180C0,4,4,3,3,5,5,4,4,4,3
Florida,Internal Medicine,,Orthopaedic Surgery,1481260C0,4,4,4,4,4,4,4,4,4,4
Florida,Internal Medicine,,Phys Medicine & Rehab,1481340A0,8,8,8,8,8,8,8,8,7,7
Florida,Internal Medicine,,Psychiatry,1481400C0,13,13,12,12,16,15,14,14,10,10
Florida,Internal Medicine,,Radiology-Diagnostic,1481420A0,4,2,5,3,5,4,5,5,4,4
Florida,Manatee Memorial Hosp-FL,Bradenton,Family Medicine,2109120C0,4,4,4,4,4,4,4,4,4,4
Florida,Manatee Memorial Hosp-FL,Bradenton,Internal Medicine,2109140C0,10,10,12,12,10,10,11,5,12,12
Florida,Mayo Clinic School of Grad Med,Jacksonville,Anesthesiology,1032040C0,6,6,6,6,6,6,6,6,6,6
Florida,Mayo Clinic School of Grad Med,Jacksonville,Dermatology,1032080C0,3,3,3,3,2,2,2,2,2,2
Florida,Mayo Clinic School of Grad Med,Jacksonville,Family Medicine,1032120C0,8,8,8,8,8,8,8,8,6,6
Florida,Internal Medicine,,Neurological Surgery,1032160C0,2,2,1,1,1,1,1,1,1,1
Florida,Internal Medicine,,Neurology,1032180C0,6,6,6,6,6,6,6,6,6,6
Florida,Internal Medicine,,Neurology,1032180R0,,,,,1,1,,,,
Florida,Internal Medicine,,Child Neurology,1032185A0,3,3,2,1,2,2,2,2,2,2
Florida,Internal Medicine,,Child Neurology,1032185R0,1,0,1,0,2,2,,,,
Florida,Internal Medicine,Orthopaedic Surgery,Otolaryngology,1032280C0,2,2,2,2,2,2,2,2,,
Florida,Internal Medicine,Orthopaedic Surgery,Pathology,1032300C0,2,2,2,2,,,,,,
Florida,Internal Medicine,Orthopaedic Surgery,Phys Medicine & Rehab,1032340C0,2,2,2,2,2,2,,,,
Florida,Internal Medicine,Orthopaedic Surgery,Plastic Surgery (Integrated),1032362C0,1,1,1,1,1,1,1,1,,
Florida,Interventional Radiology (Integ),,Radiology-Diagnostic,1032420C0,6,6,6,6,6,6,5,5,5,5
Florida,Interventional Radiology (Integ),,Radiology-Diagnostic,1032420R0,,,,,1,1,,,,
Florida,Interventional Radiology (Integ),,Radiation Oncology,1032430C0,1,1,1,1,1,1,1,0,1,1
Florida,Interventional Radiology (Integ),,General Surgery,1032440C0,5,5,5,5,4,4,3,3,3,3
Florida,Interventional Radiology (Integ),,Surgery-Preliminary,1032440P0,2,2,2,2,2,2,2,2,2,2
Florida,Pembroke Pines,,Anesthesiology,2085040C0,3,3,3,3,3,3,3,3,3,3
Florida,Pembroke Pines,,Emergency Medicine,2085110C0,10,10,10,10,10,10,10,10,10,10
Florida,Pembroke Pines,Internal Medicine,Medicine-Preliminary,2085140P0,4,3,4,4,4,4,4,4,4,4
Florida,Pembroke Pines,Internal Medicine,Neurology,2085180C0,4,4,4,4,4,4,4,4,4,4
Florida,Pembroke Pines,Internal Medicine,Obstetrics-Gynecology,2085220C0,4,4,4,4,4,4,4,4,4,4
Florida,Pembroke Pines,Internal Medicine,Pediatrics,2085320C0,8,8,8,8,8,8,8,8,8,8
Florida,Pembroke Pines,Internal Medicine,Phys Medicine & Rehab,2085340C0,4,4,4,4,4,4,4,4,4,4
Florida,Psychiatry,,General Surgery,2085440C0,6,6,6,6,6,6,6,6,6,6
Florida,Psychiatry,,Transitional,2085999P0,6,6,6,6,6,6,3,3,20,20
Florida,Miami Beach,Anesthesiology,Emergency Medicine,1105110C0,8,8,8,8,7,7,7,3,7,7
Florida,Miami Beach,Anesthesiology,Internal Medicine,1105140C0,17,17,17,17,17,17,17,17,17,17
Florida,Miami Beach,Anesthesiology,Medicine-Preliminary,1105140P0,4,3,4,4,4,4,4,3,4,4
Florida,Miami Beach,Anesthesiology,Obstetrics-Gynecology,1105220C0,3,3,3,3,3,3,3,3,3,3
Florida,Pathology,,Psychiatry,1105400C0,3,3,3,3,3,3,3,3,3,3
Florida,Pathology,,Radiology-Diagnostic,1105420A0,5,5,5,5,5,5,5,5,5,5
Florida,Pathology,,General Surgery,1105440C0,4,4,3,3,3,3,3,3,3,3
Florida,Pathology,,Surgery-Preliminary,1105440P0,2,2,3,2,3,2,3,3,3,3
Florida,Naples,,Internal Medicine,1958140C0,16,16,16,16,16,16,15,15,16,16
Florida,Naples,,Transitional,1958999P0,6,3,6,5,6,6,6,6,6,6
Florida,Orlando,,Pediatrics,2175320C0,16,16,16,16,16,16,12,12,12,12
Florida,Miami,,Child Neurology,1110185R0,1,1,1,1,,,,,,
Florida,Miami,Pediatrics,Pediatrics/SACM,1110320C1,,,,,1,1,1,1,1,1
Florida,Nova Southeastern University,Clearwater,Family Medicine,2256120C0,,,6,6,4,4,4,4,,
Florida,Psychiatry/Orlando,,Psychiatry/Bay Pines,2256400C1,4,4,3,3,3,3,3,3,3,1
Florida,St Petersburg,,Family Medicine,1911120C0,8,8,8,8,8,8,8,8,8,8
Florida,Orlando Health-FL,Orlando,Emergency Medicine,1107110C0,18,18,18,18,18,18,18,18,18,18
Florida,Orlando Health-FL,Orlando,Internal Medicine,1107140C0,15,15,13,13,13,13,13,13,13,13
Florida,Medicine-Preliminary,,Neurology,1107180C0,2,2,2,2,2,2,2,2,2,2
Florida,Medicine-Preliminary,,Obstetrics-Gynecology,1107220C0,8,8,8,8,8,8,8,8,7,7
Florida,Medicine-Preliminary,,Orthopaedic Surgery,1107260C0,5,5,5,5,5,5,5,5,5,5
Florida,Medicine-Preliminary,,Pathology,1107300C0,3,3,,,2,1,3,3,2,2
Florida,Medicine-Preliminary,,Pediatrics,1107320C0,16,16,16,16,16,16,14,14,,
Florida,Medicine-Preliminary,General Surgery,Surgery-Preliminary,1107440P0,6,4,6,1,6,0,6,2,6,5
Florida,Palmetto General Hosp-FL,Hialeah,Family Medicine,2121120C0,3,1,3,2,,,,,4,4
Florida,Internal Medicine,,Neurology,2121180C0,2,2,2,2,1,1,1,1,1,1
Florida,Daytona Beach,,Psychiatry,2484400C0,10,4,,,,,,,,
Florida,Hialeah,,Psychiatry,2393400C0,10,9,10,10,10,10,,,,
Florida,Jacksonville,,Family Medicine,3125120C0,12,12,12,12,12,12,10,10,10,10
Florida,Tallahassee,,Family Medicine,2926120C0,,,11,8,11,11,11,11,11,9
Florida,Orlando,,Anesthesiology/Ocala,1587040A0,9,9,9,9,9,9,9,9,9,9
Florida,Orlando,,Dermatology,1587080A0,3,3,2,2,2,2,2,2,2,2
Florida,Orlando,,Dermatology,1587080R0,,,,,,,,,2,2
Florida,Orlando,Emergency Med/Orlando,Emergency Med/Gainesville,1587110C1,8,6,8,7,8,8,8,8,8,8
Florida,Orlando,Emergency Med/Orlando,Emergency Med/Ocala,1587110C2,10,8,7,4,7,6,7,3,7,6
Florida,Orlando,Emergency Med/Orlando,Family Medicine/Gainesville,1587120C0,8,8,8,8,8,7,8,8,8,8
Florida,Orlando,Emergency Med/Orlando,Family Medicine/Ocala,1587120C1,6,2,6,5,6,3,6,3,6,3
Florida,Internal Med/Orlando,,Internal Medicine/Ocala,1587140C1,15,15,15,15,15,15,15,15,15,8
Florida,Internal Med/Orlando,,Internal Med/Gainesville,1587140C2,20,20,20,20,20,20,20,20,20,15
Florida,Internal Med/Orlando,,Internal Med/Pensacola,1587140C3,10,3,10,10,10,10,10,10,,
Florida,Internal Med/Orlando,,Internal Med/Lake Monroe,1587140C4,12,12,12,12,12,12,,,,
Florida,Internal Med/Orlando,,Internal Med/Ft Walton Bch,1587140C5,12,12,12,8,12,0,,,,
Florida,Internal Med/Orlando,Internal Medicine/Tallahassee,Neurology/Kissimmee,1587180C0,4,4,4,4,4,4,4,3,4,4
Florida,U Central FL/HCA Healthcare,Orlando,Ob-Gyn/Kissimmee,1587220C0,3,3,3,3,3,3,3,3,3,3
Florida,U Central FL/HCA Healthcare,Orlando,Ob-Gyn/Gainesville,1587220C1,4,4,4,4,4,4,4,4,4,4
Florida,Ob-Gyn/Pensacola,,Orthopaedic Surgery/Ocala,1587260C0,3,3,3,3,3,3,3,3,3,3
